state,notes,covid19Site,covid19SiteSecondary,twitter,covid19SiteOld,pui,pum,name,fips
LA,"Total = State Lab + Commercial Lab, Negative = Total - Positive
From 4/20 through 4/24 LA paused reporting commercial testing data to do a review of the data",http://ldh.la.gov/Coronavirus/,,@LADeptHealth,http://ldh.la.gov/Coronavirus/,Only positives,false,Louisiana,22
