state,notes,covid19Site,covid19SiteSecondary,twitter,covid19SiteOld,pui,pum,name,fips
AK,"Total tests are taken from the annotations on the charts on the page. 
Negatives = (Totals – Positives)
Positives occasionally update before totals do; do not revise negatives down, keep the last calculated negative.
Last Updated (Local Time) = (today's date + time = 00:00) ",http://dhss.alaska.gov/dph/Epi/id/Pages/COVID-19/monitoring.aspx,http://dhss.alaska.gov/dph/Epi/id/Pages/COVID-19/default.aspx,@Alaska_DHSS,http://dhss.alaska.gov/dph/Epi/id/Pages/COVID-19/default.aspx,All data,true,Alaska,02
