state,notes,covid19Site,covid19SiteSecondary,twitter,covid19SiteOld,pui,pum,name,fips
TX,,https://txdshs.maps.arcgis.com/apps/opsdashboard/index.html#/ed483ecd702b4298ab01e8b9cafc8b83,https://dshs.texas.gov/news/updates.shtm#coronavirus,@TexasDSHS,https://dshs.texas.gov/coronavirus/,Only positives,false,Texas,48
