state,notes,covid19Site,covid19SiteSecondary,twitter,covid19SiteOld,pui,pum,name,fips
ID,"Negative = Totals - Positives.  Positives sometimes update before totals do. 
Total includes Oregon residents tested in Idaho.  As of April 24, Idaho separately reports both probable and confirmed cases.",https://coronavirus.idaho.gov/,,@IDHW,https://coronavirus.idaho.gov/,All data,true,Idaho,16
