state,notes,covid19Site,covid19SiteSecondary,twitter,covid19SiteOld,pui,pum,name,fips
ME,"Maine does not report total tests. Negative tests are updated weekly on Wednesdays, reflecting Maine CDC’s weekly publishing schedule for negative results. As of April 27, Maine is reporting people tested.",https://www.maine.gov/dhhs/mecdc/infectious-disease/epi/airborne/coronavirus.shtml,,@mainedhhs,https://www.maine.gov/dhhs/mecdc/infectious-disease/epi/airborne/coronavirus.shtml,Only positives,false,Maine,23
