state,notes,covid19Site,covid19SiteSecondary,twitter,covid19SiteOld,pui,pum,name,fips
KS,"On April 23rd, Kansas reported 112 deaths.  On April 24th, they revised this down to 111 deaths.",https://www.coronavirus.kdheks.gov/160/COVID-19-in-Kansas,http://www.kdheks.gov/coronavirus/,@kdhe,http://www.kdheks.gov/coronavirus/,All data,false,Kansas,20
