date,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,dateChecked,death,antibodyNegative,antibodyPositive,antibodyTotal,deathConfirmed,deathProbable,pcrNegativeTests,pcrPositiveCases,pcrPositiveTests,pcrTotalTests,positiveConfirmed,totalTestsPeople,hospitalized,lastModified,total,totalTestResults,posNeg,deathIncrease,hospitalizedIncrease,negativeIncrease,positiveIncrease,totalTestResultsIncrease,hash
20200326,89408,471953,60251,7617,9217,1299,91,258,,97,2020-03-26T00:00:00Z,1234,,,,11,,70984,7281,5833,76825,,,9217,2020-03-26T00:00:00Z,621612,561361,561361,280,2460,83869,17192,101061,f6478ba051c062c047ac63955602314127396fd2
