date,states,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,dateChecked,death,antibodyNegative,antibodyPositive,antibodyTotal,deathConfirmed,deathProbable,pcrNegativeTests,pcrPositiveCases,pcrPositiveTests,pcrTotalTests,positiveConfirmed,totalTestsPeople,hospitalized,lastModified,total,totalTestResults,posNeg,deathIncrease,hospitalizedIncrease,negativeIncrease,positiveIncrease,totalTestResultsIncrease,hash
20200624,56,2369039,26198316,2049,30826,,5279,10173,2248,934,656161,2020-06-24T00:00:00Z,115531,731556,42305,1264165,97899,2976,5212876,2207383,410266,16721957,,17130674,,2020-06-24T00:00:00Z,28569404,28567355,28567355,722,-234421,463618,38672,502290,59ee5de4de374bb526a7254a00a17512ae343596
