date,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,dateChecked,death,antibodyNegative,antibodyPositive,antibodyTotal,deathConfirmed,deathProbable,pcrNegativeTests,pcrPositiveCases,pcrPositiveTests,pcrTotalTests,positiveConfirmed,totalTestsPeople,hospitalized,lastModified,total,totalTestResults,posNeg,deathIncrease,hospitalizedIncrease,negativeIncrease,positiveIncrease,totalTestResultsIncrease,hash
20200426,961778,4455889,4445,55050,112247,14831,2571,5121,227,116529,2020-04-26T00:00:00Z,49255,451,31,483,3232,51,240297,99687,22506,262923,,,112247,2020-04-26T00:00:00Z,5422112,5417667,5417667,1113,2163,180171,27207,207378,a86f2ae9b9ee56be9839c9239888c4ffed38f841
