date,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,dateChecked,death,antibodyNegative,antibodyPositive,antibodyTotal,deathConfirmed,deathProbable,pcrNegativeTests,pcrPositiveCases,pcrPositiveTests,pcrTotalTests,positiveConfirmed,totalTestsPeople,hospitalized,lastModified,total,totalTestResults,posNeg,deathIncrease,hospitalizedIncrease,negativeIncrease,positiveIncrease,totalTestResultsIncrease,hash
20200604,1864775,16837909,3474,31659,213812,7054,8787,3665,723,485002,2020-06-04T00:00:00Z,102101,361578,28443,822284,86686,2159,3314629,1616657,269637,10657910,,,213812,2020-06-04T00:00:00Z,18706158,18702684,18702684,884,-2828,439394,20540,459934,83b95c47646f4cbdd3c22095f8d042c93dfd8e5e
