date,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,dateChecked,death,antibodyNegative,antibodyPositive,antibodyTotal,deathConfirmed,deathProbable,pcrNegativeTests,pcrPositiveCases,pcrPositiveTests,pcrTotalTests,positiveConfirmed,totalTestsPeople,hospitalized,lastModified,total,totalTestResults,posNeg,deathIncrease,hospitalizedIncrease,negativeIncrease,positiveIncrease,totalTestResultsIncrease,hash
20200505,1197258,6372534,2633,50906,140408,9348,4794,4818,439,189336,2020-05-05T00:00:00Z,65396,2906,1061,3050,5543,74,580701,1120782,82733,1831873,,,140408,2020-05-05T00:00:00Z,7572425,7569792,7569792,2509,1966,239062,22133,261195,634925ac41dc2db0565ce3f18f801e2c55e4d072
