date,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,dateChecked,death,antibodyNegative,antibodyPositive,antibodyTotal,deathConfirmed,deathProbable,pcrNegativeTests,pcrPositiveCases,pcrPositiveTests,pcrTotalTests,positiveConfirmed,totalTestsPeople,hospitalized,lastModified,total,totalTestResults,posNeg,deathIncrease,hospitalizedIncrease,negativeIncrease,positiveIncrease,totalTestResultsIncrease,hash
20200515,1435146,9276897,2457,42854,164897,10704,6890,5746,589,250747,2020-05-15T00:00:00Z,81809,33850,4164,136248,67805,675,840609,1332165,99571,4090669,,,164897,2020-05-15T00:00:00Z,10714500,10712043,10712043,1489,1305,338932,24452,363384,91cd3240c734ad8ab988846d57339af9786950a2
