date,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,dateChecked,death,antibodyNegative,antibodyPositive,antibodyTotal,deathConfirmed,deathProbable,pcrNegativeTests,pcrPositiveCases,pcrPositiveTests,pcrTotalTests,positiveConfirmed,totalTestsPeople,hospitalized,lastModified,total,totalTestResults,posNeg,deathIncrease,hospitalizedIncrease,negativeIncrease,positiveIncrease,totalTestResultsIncrease,hash
20200402,245298,1065552,62097,21833,31512,4410,456,574,140,8586,2020-04-02T00:00:00Z,5952,,,,87,4,109001,11806,10473,119489,,,31512,2020-04-02T00:00:00Z,1372947,1310850,1310850,1108,4141,89902,28049,117951,3850cbf3b71b317808f66eefd86f055e775cbeb5
