state,notes,covid19Site,covid19SiteSecondary,covid19SiteTertiary,twitter,covid19SiteOld,pui,pum,name,fips
IN,"Negative = Total – Positive. Negatives are a lower bound, and may not include all private labs.",https://www.in.gov/isdh/28470.htm,,,@statehealthin,https://www.in.gov/isdh/28470.htm,Only positives,,Indiana,18
