state,notes,covid19Site,covid19SiteSecondary,covid19SiteTertiary,twitter,covid19SiteOld,pui,pum,name,fips
MP,"As of May 16, Northern Mariana Islands is reporting specimens tested. Because some people may be tested more than once, this number is probably higher than the number of people tested",https://www.chcc.gov.mp/coronavirusinformation.php,,,@cnmichcc,https://www.chcc.gov.mp/coronavirusinformation.php,No Data,false,Northern Mariana Islands,69
