state,notes,covid19Site,covid19SiteSecondary,twitter,covid19SiteOld,pui,pum,name,fips
HI,Data now pulled from their [new Dashboard Project](https://www.hawaiidata.org/covid19).,https://health.hawaii.gov/coronavirusdisease2019/,https://health.hawaii.gov/coronavirusdisease2019/what-you-should-know/current-situation-in-hawaii/,@HIgov_Health,https://health.hawaii.gov/docd/advisories/novel-coronavirus-2019/,Only positives,false,Hawaii,15
