state,notes,covid19Site,covid19SiteSecondary,twitter,covid19SiteOld,pui,pum,name,fips
CT,"Negative = Total - Positive.  
Positives occasionally update before totals do; we do not revise negatives down, keep the last calculated negative.",https://data.ct.gov/coronavirus,,@ctdph,https://portal.ct.gov/Coronavirus,All data,false,Connecticut,09
