state,notes,covid19Site,covid19SiteSecondary,twitter,covid19SiteOld,pui,pum,name,fips
AR,,https://www.healthy.arkansas.gov/programs-services/topics/novel-coronavirus,https://adem.maps.arcgis.com/apps/opsdashboard/index.html#/f533ac8a8b6040e5896b05b47b17a647,@adhpio,https://www.healthy.arkansas.gov/programs-services/topics/novel-coronavirus,All data,true,Arkansas,05
